celltype	ExpressionInThisCellType(TPM)	FoldEnrichmentOverNextBestCellType	geneID	geneType	geneStatus	GeneID_human_gencode21	GeneID_human	GeneName	GeneID_mouse	Identity	Confidence	geneID_expressionMatrixID	WGCNAModuleID
oligodendrocyte	301.994382357926	5.58986236920485	ENSMUSG00000062760.6	protein_coding	KNOWN	ENSG00000138944.7	ENSG00000138944	KIAA1644	ENSMUSG00000062760	94	1	ENSG00000138944|KIAA1644	ME28
oligodendrocyte	294.033446256589	10.3416965600913	ENSMUSG00000011148.9	protein_coding	KNOWN	ENSG00000185100.8	ENSG00000185100	ADSSL1	ENSMUSG00000011148	78	1	ENSG00000185100|ADSSL1	ME3
oligodendrocyte	181.225975208962	7.65728287267916	ENSMUSG00000071176.6	protein_coding	KNOWN	ENSG00000104728.13	ENSG00000104728	ARHGEF10	ENSMUSG00000071176	80	1	ENSG00000104728|ARHGEF10	ME3
oligodendrocyte	190.475963159596	5.61284762103302	ENSMUSG00000034471.8	protein_coding	KNOWN	ENSG00000177303.7	ENSG00000177303	CASKIN2	ENSMUSG00000034471	89	1	ENSG00000177303|CASKIN2	ME3
oligodendrocyte	20.3138696683916	11.4045013345822	ENSMUSG00000031952.4	protein_coding	KNOWN	ENSG00000183196.6	ENSG00000183196	CHST6	ENSMUSG00000031952	83	1	ENSG00000183196|CHST6	ME3
oligodendrocyte	18.7177291845269	6.7026106432825	ENSMUSG00000016356.13	protein_coding	KNOWN	ENSG00000101203.14	ENSG00000101203	COL20A1	ENSMUSG00000016356	74	1	ENSG00000101203|COL20A1	ME3
oligodendrocyte	87.890782257503	23.1290984034627	ENSMUSG00000020183.7	protein_coding	KNOWN	ENSG00000135678.9	ENSG00000135678	CPM	ENSMUSG00000020183	85	1	ENSG00000135678|CPM	ME3
oligodendrocyte	177.100776214887	15.3212483820019	ENSMUSG00000032911.5	protein_coding	KNOWN	ENSG00000173546.7	ENSG00000173546	CSPG4	ENSMUSG00000032911	84	1	ENSG00000173546|CSPG4	ME3
oligodendrocyte	503.192966356979	6.04699523150615	ENSMUSG00000026203.12	protein_coding	KNOWN	ENSG00000135924.13	ENSG00000135924	DNAJB2	ENSMUSG00000026203	75	1	ENSG00000135924|DNAJB2	ME3
oligodendrocyte	128.749336158845	9.81533397984295	ENSMUSG00000021696.8	protein_coding	KNOWN	ENSG00000164181.11	ENSG00000164181	ELOVL7	ENSMUSG00000021696	89	1	ENSG00000164181|ELOVL7	ME3
oligodendrocyte	31.9825904563969	5.06045278890884	ENSMUSG00000006378.9	protein_coding	KNOWN	ENSG00000100116.14	ENSG00000100116	GCAT	ENSMUSG00000006378	85	1	ENSG00000100116|GCAT	ME3
oligodendrocyte	2310.49155670332	268.711569737421	ENSMUSG00000052229.5	protein_coding	KNOWN	ENSG00000144230.14	ENSG00000144230	GPR17	ENSMUSG00000052229	83	1	ENSG00000144230|GPR17	ME3
oligodendrocyte	4254.67500441004	142.497781335112	ENSMUSG00000026879.10	protein_coding	KNOWN	ENSG00000148180.14	ENSG00000148180	GSN	ENSMUSG00000026879	93	1	ENSG00000148180|GSN	ME3
oligodendrocyte	154.819605556497	45.3686469738719	ENSMUSG00000010021.9	protein_coding	KNOWN	ENSG00000196169.12	ENSG00000196169	KIF19	ENSMUSG00000010021	90	1	ENSG00000196169|KIF19	ME3
oligodendrocyte	438.602917720286	7.77357824907029	ENSMUSG00000024395.7	protein_coding	KNOWN	ENSG00000072163.16	ENSG00000072163	LIMS2	ENSMUSG00000024395	84	1	ENSG00000072163|LIMS2	ME3
oligodendrocyte	275.186039396286	125.018512844595	ENSMUSG00000034000.11	protein_coding	KNOWN	ENSG00000204099.9	ENSG00000204099	NEU4	ENSMUSG00000034000	67	1	ENSG00000204099|NEU4	ME3
oligodendrocyte	4107.01220720897	12.8342304749957	ENSMUSG00000046160.6	protein_coding	KNOWN	ENSG00000184221.10	ENSG00000184221	OLIG1	ENSMUSG00000046160	82	1	ENSG00000184221|OLIG1	ME3
oligodendrocyte	94.429116254882	6.71270259757175	ENSMUSG00000038495.10	protein_coding	KNOWN	ENSG00000264522.3	ENSG00000264522	OTUD7B	ENSMUSG00000038495	90	1	ENSG00000264522|OTUD7B	ME3
oligodendrocyte	1246.34656524812	115.416475508511	ENSMUSG00000029231.11	protein_coding	KNOWN	ENSG00000134853.9	ENSG00000134853	PDGFRA	ENSMUSG00000029231	92	1	ENSG00000134853|PDGFRA	ME3
oligodendrocyte	719.130654324286	48.8616159435604	ENSMUSG00000055945.7	protein_coding	KNOWN	ENSG00000176381.5	ENSG00000176381	PRR18	ENSMUSG00000055945	64	1	ENSG00000176381|PRR18	ME3
oligodendrocyte	285.274614069105	9.34727329992129	ENSMUSG00000032841.11	protein_coding	KNOWN	ENSG00000135362.11	ENSG00000135362	PRR5L	ENSMUSG00000032841	92	1	ENSG00000135362|PRR5L	ME3
oligodendrocyte	289.899491091612	10.3127449203078	ENSMUSG00000034930.11	protein_coding	KNOWN	ENSG00000114993.13	ENSG00000114993	RTKN	ENSMUSG00000034930	87	1	ENSG00000114993|RTKN	ME3
oligodendrocyte	1437.1100821919	22.9242804562544	ENSMUSG00000028412.13	protein_coding	KNOWN	ENSG00000070214.13	ENSG00000070214	SLC44A1	ENSMUSG00000028412	95	1	ENSG00000070214|SLC44A1	ME3
oligodendrocyte	188.298387641417	15.2008860625377	ENSMUSG00000017002.10	protein_coding	KNOWN	ENSG00000124107.5	ENSG00000124107	SLPI	ENSMUSG00000017002	58	1	ENSG00000124107|SLPI	ME3
oligodendrocyte	57.7097916910789	5.44626175661937	ENSMUSG00000032733.5	protein_coding	KNOWN	ENSG00000173548.8	ENSG00000173548	SNX33	ENSMUSG00000032733	94	1	ENSG00000173548|SNX33	ME3
oligodendrocyte	516.26086579026	8.53127170220442	ENSMUSG00000006301.13	protein_coding	KNOWN	ENSG00000135926.10	ENSG00000135926	TMBIM1	ENSMUSG00000006301	89	1	ENSG00000135926|TMBIM1	ME3
oligodendrocyte	115.259765834243	10.0379287695724	ENSMUSG00000063296.4	protein_coding	KNOWN	ENSG00000139173.7	ENSG00000139173	TMEM117	ENSMUSG00000063296	96	1	ENSG00000139173|TMEM117	ME3
oligodendrocyte	222.587993783646	5.94964425389841	ENSMUSG00000047712.7	protein_coding	KNOWN	ENSG00000111962.7	ENSG00000111962	UST	ENSMUSG00000047712	95	1	ENSG00000111962|UST	ME3
oligodendrocyte	18.2820321347742	35.5610352746103	ENSMUSG00000029797.8	protein_coding	KNOWN	ENSG00000197558.9	ENSG00000197558	SSPO	ENSMUSG00000029797	76	1	ENSG00000197558|SSPO	ME30
oligodendrocyte	17.018678743357	6.88830568839721	ENSMUSG00000025069.10	protein_coding	KNOWN	ENSG00000065621.12	ENSG00000065621	GSTO2	ENSMUSG00000025069	84	1	ENSG00000065621|GSTO2	ME31
oligodendrocyte	27.3601700097389	107.828367661709	ENSMUSG00000045394.8	protein_coding	KNOWN	ENSG00000119888.8	ENSG00000119888	EPCAM	ENSMUSG00000045394	82	1	ENSG00000119888|EPCAM	ME32
oligodendrocyte	117.467771494647	7.18042759366393	ENSMUSG00000024866.9	protein_coding	KNOWN	ENSG00000132744.5	ENSG00000132744	ACY3	ENSMUSG00000024866	69	1	ENSG00000132744|ACY3	ME33
oligodendrocyte	191.67871385766	6.34598254016611	ENSMUSG00000046178.3	protein_coding	KNOWN	ENSG00000122584.10	ENSG00000122584	NXPH1	ENSMUSG00000046178	100	1	ENSG00000122584|NXPH1	ME45
oligodendrocyte	119.873942976888	144.91881679794	ENSMUSG00000038457.12	protein_coding	KNOWN	ENSG00000184497.10	ENSG00000184497	TMEM255B	ENSMUSG00000038457	77	1	ENSG00000184497|TMEM255B	ME48
oligodendrocyte	17.2720747867431	5.89723343560535	ENSMUSG00000017146.8	protein_coding	KNOWN	ENSG00000012048.17	ENSG00000012048	BRCA1	ENSMUSG00000017146	50	1	ENSG00000012048|BRCA1	ME5
oligodendrocyte	59.634007276778	13.4061113580687	ENSMUSG00000027654.2	protein_coding	KNOWN	ENSG00000101447.11	ENSG00000101447	FAM83D	ENSMUSG00000027654	73	1	ENSG00000101447|FAM83D	ME5
oligodendrocyte	41.3224529690265	39.4129124454097	ENSMUSG00000037846.14	protein_coding	KNOWN	ENSG00000182010.8	ENSG00000182010	RTKN2	ENSMUSG00000037846	70	1	ENSG00000182010|RTKN2	ME5
oligodendrocyte	608.282801581945	11.0404260846494	ENSMUSG00000021143.9	protein_coding	KNOWN	ENSG00000179364.11	ENSG00000179364	PACS2	ENSMUSG00000021143	92	1	ENSG00000179364|PACS2	ME55
oligodendrocyte	34.8067844102034	10.5993298237117	ENSMUSG00000036545.8	protein_coding	KNOWN	ENSG00000087116.11	ENSG00000087116	ADAMTS2	ENSMUSG00000036545	89	1	ENSG00000087116|ADAMTS2	ME58
oligodendrocyte	103.724819319135	5.97229477851825	ENSMUSG00000050860.6	protein_coding	KNOWN	ENSG00000173868.9	ENSG00000173868	PHOSPHO1	ENSMUSG00000050860	81	1	ENSG00000173868|PHOSPHO1	ME58
oligodendrocyte	46.8370985226033	7.19226199305264	ENSMUSG00000074217.4	protein_coding	KNOWN	ENSG00000141854.5	ENSG00000141854	CTB-55O6.8	ENSMUSG00000074217	45	1	ENSG00000141854|MIR1199	ME6
oligodendrocyte	297.306167634757	14.5400063885034	ENSMUSG00000066129.10	protein_coding	KNOWN	ENSG00000171798.15	ENSG00000171798	KNDC1	ENSMUSG00000066129	76	1	ENSG00000171798|KNDC1	ME6
oligodendrocyte	17.7777283948038	14.2732325310222	ENSMUSG00000022025.9	protein_coding	KNOWN	ENSG00000136110.10	ENSG00000136110	LECT1	ENSMUSG00000022025	89	1	ENSG00000136110|LECT1	ME62
oligodendrocyte	481.220075393206	9.28096777780849	ENSMUSG00000023827.4	protein_coding	KNOWN	ENSG00000026652.11	ENSG00000026652	AGPAT4	ENSMUSG00000023827	86	1	ENSG00000026652|AGPAT4	ME64
oligodendrocyte	336.662305573638	5.57033917588167	ENSMUSG00000031990.10	protein_coding	KNOWN	ENSG00000166086.10	ENSG00000166086	JAM3	ENSMUSG00000031990	86	1	ENSG00000166086|JAM3	ME64
oligodendrocyte	366.110322665268	5.60984218711834	ENSMUSG00000055717.9	protein_coding	KNOWN	ENSG00000139737.19	ENSG00000139737	SLAIN1	ENSMUSG00000055717	84	1	ENSG00000139737|SLAIN1	ME64
oligodendrocyte	224.077070813909	12.2348229279558	ENSMUSG00000034648.8	protein_coding	KNOWN	ENSG00000175928.5	ENSG00000175928	LRRN1	ENSMUSG00000034648	96	1	ENSG00000175928|LRRN1	ME67
oligodendrocyte	807.313233922602	7.72337333782385	ENSMUSG00000025375.11	protein_coding	KNOWN	ENSG00000181409.9	ENSG00000181409	AATK	ENSMUSG00000025375	72	1	ENSG00000181409|AATK	ME7
oligodendrocyte	524.199986183298	6.59007432317827	ENSMUSG00000026944.14	protein_coding	KNOWN	ENSG00000107331.14	ENSG00000107331	ABCA2	ENSMUSG00000026944	93	1	ENSG00000107331|ABCA2	ME7
oligodendrocyte	175.414568471872	6.66186007466862	ENSMUSG00000031555.9	protein_coding	KNOWN	ENSG00000168615.9	ENSG00000168615	ADAM9	ENSMUSG00000031555	86	1	ENSG00000168615|ADAM9	ME7
oligodendrocyte	284.025141033638	32.1884628172183	ENSMUSG00000006403.8	protein_coding	KNOWN	ENSG00000158859.9	ENSG00000158859	ADAMTS4	ENSMUSG00000006403	90	1	ENSG00000158859|ADAMTS4	ME7
oligodendrocyte	142.728463304088	9.00119110608803	ENSMUSG00000020604.9	protein_coding	KNOWN	ENSG00000141337.10	ENSG00000141337	ARSG	ENSMUSG00000020604	82	1	ENSG00000141337|ARSG	ME7
oligodendrocyte	509.891276406406	24.9188786468562	ENSMUSG00000020774.5	protein_coding	KNOWN	ENSG00000108381.8	ENSG00000108381	ASPA	ENSMUSG00000020774	86	1	ENSG00000108381|ASPA	ME7
oligodendrocyte	1994.54337896855	129.426296935162	ENSMUSG00000013523.9	protein_coding	KNOWN	ENSG00000064787.10	ENSG00000064787	BCAS1	ENSMUSG00000013523	61	1	ENSG00000064787|BCAS1	ME7
oligodendrocyte	1765.75138341948	9.8843639758432	ENSMUSG00000015714.7	protein_coding	KNOWN	ENSG00000143418.17	ENSG00000143418	CERS2	ENSMUSG00000015714	92	1	ENSG00000143418|CERS2	ME7
oligodendrocyte	260.781723383553	7.98003884588663	ENSMUSG00000063765.7	protein_coding	KNOWN	ENSG00000100399.13	ENSG00000100399	CHADL	ENSMUSG00000063765	80	1	ENSG00000100399|CHADL	ME7
oligodendrocyte	11383.4524277193	70.3092430584018	ENSMUSG00000006782.12	protein_coding	KNOWN	ENSG00000173786.14	ENSG00000173786	CNP	ENSMUSG00000006782	85	1	ENSG00000173786|CNP	ME7
oligodendrocyte	1754.1217273402	6.03718939689102	ENSMUSG00000032060.9	protein_coding	KNOWN	ENSG00000109846.5	ENSG00000109846	CRYAB	ENSMUSG00000032060	98	1	ENSG00000109846|CRYAB	ME7
oligodendrocyte	1017.49912594773	8.86161445393752	ENSMUSG00000022472.12	protein_coding	KNOWN	ENSG00000100418.7	ENSG00000100418	DESI1	ENSMUSG00000022472	97	1	ENSG00000100418|DESI1	ME7
oligodendrocyte	268.393935106882	6.58780094722852	ENSMUSG00000037419.8	protein_coding	KNOWN	ENSG00000149218.4	ENSG00000149218	ENDOD1	ENSMUSG00000037419	75	1	ENSG00000149218|ENDOD1	ME7
oligodendrocyte	116.019012700902	5.49649435782507	ENSMUSG00000021236.12	protein_coding	KNOWN	ENSG00000187097.10	ENSG00000187097	ENTPD5	ENSMUSG00000021236	88	1	ENSG00000187097|ENTPD5	ME7
oligodendrocyte	548.69343241566	27.4611686106376	ENSMUSG00000026830.9	protein_coding	KNOWN	ENSG00000136541.12	ENSG00000136541	ERMN	ENSMUSG00000026830	57	1	ENSG00000136541|ERMN	ME7
oligodendrocyte	1318.29197626964	92.2362616463409	ENSMUSG00000033579.12	protein_coding	KNOWN	ENSG00000103089.6	ENSG00000103089	FA2H	ENSMUSG00000033579	83	1	ENSG00000103089|FA2H	ME7
oligodendrocyte	45.8203120673993	9.56052215312664	ENSMUSG00000046337.13	protein_coding	KNOWN	ENSG00000168754.11	ENSG00000168754	FAM178B	ENSMUSG00000046337	54	1	ENSG00000168754|FAM178B	ME7
oligodendrocyte	796.702526861249	291.475829790826	ENSMUSG00000043448.9	protein_coding	KNOWN	ENSG00000198835.3	ENSG00000198835	GJC2	ENSMUSG00000043448	85	1	ENSG00000198835|GJC2	ME7
oligodendrocyte	313.173555806329	196.142505320646	ENSMUSG00000004894.6	protein_coding	KNOWN	ENSG00000132702.10	ENSG00000132702	HAPLN2	ENSMUSG00000004894	92	1	ENSG00000132702|HAPLN2	ME7
oligodendrocyte	63.8404534739957	10.8523196195227	ENSMUSG00000064325.3	protein_coding	KNOWN	ENSG00000164161.7	ENSG00000164161	HHIP	ENSMUSG00000064325	94	1	ENSG00000164161|HHIP	ME7
oligodendrocyte	7912.15032842617	132.598857237879	ENSMUSG00000027375.10	protein_coding	KNOWN	ENSG00000172005.8	ENSG00000172005	MAL	ENSMUSG00000027375	87	1	ENSG00000172005|MAL	ME7
oligodendrocyte	484.838611519917	95.661378891713	ENSMUSG00000036098.11	protein_coding	KNOWN	ENSG00000124920.11	ENSG00000124920	MYRF	ENSMUSG00000036098	86	1	ENSG00000124920|MYRF	ME7
oligodendrocyte	137.394008592321	115.083663688444	ENSMUSG00000041377.8	protein_coding	KNOWN	ENSG00000171840.9	ENSG00000171840	NINJ2	ENSMUSG00000041377	55	1	ENSG00000171840|NINJ2	ME7
oligodendrocyte	472.229259817791	38.3556987148339	ENSMUSG00000041309.13	protein_coding	KNOWN	ENSG00000148826.8	ENSG00000148826	NKX6-2	ENSMUSG00000041309	97	1	ENSG00000148826|NKX6-2	ME7
oligodendrocyte	371.290591917705	5.44859413798883	ENSMUSG00000049612.10	protein_coding	KNOWN	ENSG00000126861.4	ENSG00000126861	OMG	ENSMUSG00000049612	88	1	ENSG00000126861|OMG	ME7
oligodendrocyte	759.897602135475	158.894928462024	ENSMUSG00000050121.8	protein_coding	KNOWN	ENSG00000197430.8	ENSG00000197430	OPALIN	ENSMUSG00000050121	78	1	ENSG00000197430|OPALIN	ME7
oligodendrocyte	63.1491477964092	8.38217340728147	ENSMUSG00000030513.10	protein_coding	KNOWN	ENSG00000140479.14	ENSG00000140479	PCSK6	ENSMUSG00000030513	91	1	ENSG00000140479|PCSK6	ME7
oligodendrocyte	156.615094775883	17.6126084488685	ENSMUSG00000060716.6	protein_coding	KNOWN	ENSG00000054690.11	ENSG00000054690	PLEKHH1	ENSMUSG00000060716	83	1	ENSG00000054690|PLEKHH1	ME7
oligodendrocyte	20620.319381292	232.860182496542	ENSMUSG00000031425.11	protein_coding	KNOWN	ENSG00000123560.11	ENSG00000123560	PLP1	ENSMUSG00000031425	100	1	ENSG00000123560|PLP1	ME7
oligodendrocyte	449.421340300536	23.7195221348809	ENSMUSG00000031385.10	protein_coding	KNOWN	ENSG00000198753.9	ENSG00000198753	PLXNB3	ENSMUSG00000031385	83	1	ENSG00000198753|PLXNB3	ME7
oligodendrocyte	197.674299006319	13.2469309705467	ENSMUSG00000052151.7	protein_coding	KNOWN	ENSG00000141934.7	ENSG00000141934	PPAP2C	ENSMUSG00000052151	76	1	ENSG00000141934|PPAP2C	ME7
oligodendrocyte	71.8996790623983	438.840769498587	ENSMUSG00000091712.1	protein_coding	KNOWN	ENSG00000103184.9	ENSG00000103184	SEC14L5	ENSMUSG00000091712	88	1	ENSG00000103184|SEC14L5	ME7
oligodendrocyte	2171.21165708579	6.81716047916867	ENSMUSG00000020486.14	protein_coding	KNOWN	ENSG00000108387.12	ENSG00000108387	SEPT4	ENSMUSG00000020486	87	1	ENSG00000108387|SEPT4	ME7
oligodendrocyte	134.530832359257	6.68604755603876	ENSMUSG00000026435.11	protein_coding	KNOWN	ENSG00000158715.5	ENSG00000158715	SLC45A3	ENSMUSG00000026435	91	1	ENSG00000158715|SLC45A3	ME7
oligodendrocyte	543.854799641406	294.447083980065	ENSMUSG00000050854.5	protein_coding	KNOWN	ENSG00000179178.8	ENSG00000179178	TMEM125	ENSMUSG00000050854	85	1	ENSG00000179178|TMEM125	ME7
oligodendrocyte	656.607201723308	14.3689769873861	ENSMUSG00000026028.8	protein_coding	KNOWN	ENSG00000115993.9	ENSG00000115993	TRAK2	ENSMUSG00000026028	88	1	ENSG00000115993|TRAK2	ME7
oligodendrocyte	287.676258957964	9.85784850876972	ENSMUSG00000037031.9	protein_coding	KNOWN	ENSG00000099282.7	ENSG00000099282	TSPAN15	ENSMUSG00000037031	92	1	ENSG00000099282|TSPAN15	ME7
oligodendrocyte	41.6168335795591	40.7222629164362	ENSMUSG00000044519.8	protein_coding	KNOWN	ENSG00000265763.3	ENSG00000265763	ZNF488	ENSMUSG00000044519	52	1	ENSG00000265763|ZNF488	ME7
pyramidalNeuron	18.7492897904199	9.65771652955138	ENSMUSG00000090264.1	protein_coding	KNOWN	ENSG00000243056.1	ENSG00000243056	EIF4EBP3	ENSMUSG00000090264	80	1	ENSG00000243056|EIF4EBP3	ME0
pyramidalNeuron	69.1916709033806	5.67396437756128	ENSMUSG00000035266.12	protein_coding	KNOWN	ENSG00000163312.8	ENSG00000163312	HELQ	ENSMUSG00000035266	75	1	ENSG00000163312|HELQ	ME0
pyramidalNeuron	96.8734534567853	6.09678503990985	ENSMUSG00000042719.13	protein_coding	KNOWN	ENSG00000111300.7	ENSG00000111300	NAA25	ENSMUSG00000042719	93	1	ENSG00000111300|NAA25	ME0
pyramidalNeuron	17.6604252697142	8.88360699850435	ENSMUSG00000071691.6	protein_coding	KNOWN	ENSG00000173715.13	ENSG00000173715	C11orf80	ENSMUSG00000071691	54	1	ENSG00000173715|C11ORF80	ME10
pyramidalNeuron	287.176135069273	6.18728918433812	ENSMUSG00000041268.12	protein_coding	KNOWN	ENSG00000104093.11	ENSG00000104093	DMXL2	ENSMUSG00000041268	93	1	ENSG00000104093|DMXL2	ME10
pyramidalNeuron	162.364783082852	5.06706723470918	ENSMUSG00000039585.11	protein_coding	KNOWN	ENSG00000066933.13	ENSG00000066933	MYO9A	ENSMUSG00000039585	89	1	ENSG00000066933|MYO9A	ME10
pyramidalNeuron	115.227299575793	6.20265796569455	ENSMUSG00000063919.8	protein_coding	KNOWN	ENSG00000139767.6	ENSG00000139767	SRRM4	ENSMUSG00000063919	84	1	ENSG00000139767|SRRM4	ME10
pyramidalNeuron	37.4403844994037	84.4901270067992	ENSMUSG00000053399.8	protein_coding	KNOWN	ENSG00000140873.13	ENSG00000140873	ADAMTS18	ENSMUSG00000053399	89	1	ENSG00000140873|ADAMTS18	ME11
pyramidalNeuron	35.9048894510267	9.82930905570753	ENSMUSG00000034701.9	protein_coding	KNOWN	ENSG00000162992.3	ENSG00000162992	NEUROD1	ENSMUSG00000034701	98	1	ENSG00000162992|NEUROD1	ME11
pyramidalNeuron	79.7212770159205	16.6562536879163	ENSMUSG00000007888.11	protein_coding	KNOWN	ENSG00000006016.8	ENSG00000006016	CRLF1	ENSMUSG00000007888	92	1	ENSG00000006016|CRLF1	ME12
pyramidalNeuron	28.3989742550534	21.2840890230664	ENSMUSG00000009376.11	protein_coding	KNOWN	ENSG00000105976.12	ENSG00000105976	MET	ENSMUSG00000009376	88	1	ENSG00000105976|MET	ME12
pyramidalNeuron	131.638043925968	34.8156884179803	ENSMUSG00000034009.10	protein_coding	KNOWN	ENSG00000171509.13	ENSG00000171509	RXFP1	ENSMUSG00000034009	82	1	ENSG00000171509|RXFP1	ME12
pyramidalNeuron	10.8364630375725	22.6388927737709	ENSMUSG00000099908.1	protein_coding	NOVEL	ENSG00000242259.6	ENSG00000242259	C22orf39	ENSMUSG00000099908	35	1	ENSG00000242259|C22ORF39	ME14
pyramidalNeuron	123.850883018496	5.33049034652266	ENSMUSG00000036862.10	protein_coding	KNOWN	ENSG00000166341.7	ENSG00000166341	DCHS1	ENSMUSG00000036862	93	1	ENSG00000166341|DCHS1	ME15
pyramidalNeuron	1303.91686140735	11.9642130243748	ENSMUSG00000008575.13	protein_coding	KNOWN	ENSG00000147862.12	ENSG00000147862	NFIB	ENSMUSG00000008575	98	1	ENSG00000147862|NFIB	ME15
pyramidalNeuron	46.2482732689018	18.9441868668967	ENSMUSG00000095427.1	protein_coding	KNOWN	ENSG00000140988.13	ENSG00000140988	RPS2	ENSMUSG00000095427	75	1	ENSG00000140988|RPS2	ME15
pyramidalNeuron	297.709199814726	6.24394403743441	ENSMUSG00000022382.10	protein_coding	KNOWN	ENSG00000188064.7	ENSG00000188064	WNT7B	ENSMUSG00000022382	94	1	ENSG00000188064|WNT7B	ME15
pyramidalNeuron	230.797157379352	5.00400120069557	ENSMUSG00000033004.10	protein_coding	KNOWN	ENSG00000005810.15	ENSG00000005810	MYCBP2	ENSMUSG00000033004	97	1	ENSG00000005810|MYCBP2	ME18
pyramidalNeuron	83.619646338567	5.81102183688513	ENSMUSG00000029165.12	protein_coding	KNOWN	ENSG00000084693.13	ENSG00000084693	AGBL5	ENSMUSG00000029165	79	1	ENSG00000084693|AGBL5	ME2
pyramidalNeuron	74.5712289842119	6.1739146231861	ENSMUSG00000032782.15	protein_coding	KNOWN	ENSG00000170037.11	ENSG00000170037	CNTROB	ENSMUSG00000032782	82	1	ENSG00000170037|CNTROB	ME2
pyramidalNeuron	10.5416486397982	11.3038513167574	ENSMUSG00000103316.1	protein_coding	KNOWN	ENSG00000121058.4	ENSG00000121058	COIL	ENSMUSG00000103316	65	1	ENSG00000121058|COIL	ME2
pyramidalNeuron	103.842138200357	6.9092167842971	ENSMUSG00000029005.4	protein_coding	KNOWN	ENSG00000162490.6	ENSG00000162490	DRAXIN	ENSMUSG00000029005	77	1	ENSG00000162490|DRAXIN	ME2
pyramidalNeuron	67.6732477710779	8.0967483587389	ENSMUSG00000052504.6	protein_coding	KNOWN	ENSG00000044524.8	ENSG00000044524	EPHA3	ENSMUSG00000052504	97	1	ENSG00000044524|EPHA3	ME2
pyramidalNeuron	534.524256249056	16.3943206135325	ENSMUSG00000029510.11	protein_coding	KNOWN	ENSG00000213420.5	ENSG00000213420	GPC2	ENSMUSG00000029510	82	1	ENSG00000213420|GPC2	ME2
pyramidalNeuron	101.805880462232	7.02585580375946	ENSMUSG00000068154.5	protein_coding	KNOWN	ENSG00000173404.4	ENSG00000173404	INSM1	ENSMUSG00000068154	87	1	ENSG00000173404|INSM1	ME2
pyramidalNeuron	17.944443180795	5.40837635727606	ENSMUSG00000034601.12	protein_coding	KNOWN	ENSG00000100578.12	ENSG00000100578	KIAA0586	ENSMUSG00000034601	64	1	ENSG00000100578|KIAA0586	ME2
pyramidalNeuron	223.251032344948	18.0108031943427	ENSMUSG00000037169.10	protein_coding	KNOWN	ENSG00000134323.10	ENSG00000134323	MYCN	ENSMUSG00000037169	80	1	ENSG00000134323|MYCN	ME2
pyramidalNeuron	225.338542280166	5.19688772324366	ENSMUSG00000063273.7	protein_coding	KNOWN	ENSG00000164134.10	ENSG00000164134	NAA15	ENSMUSG00000063273	98	1	ENSG00000164134|NAA15	ME2
pyramidalNeuron	87.0275955303781	6.61689758120076	ENSMUSG00000051329.9	protein_coding	KNOWN	ENSG00000030066.11	ENSG00000030066	NUP160	ENSMUSG00000051329	91	1	ENSG00000030066|NUP160	ME2
pyramidalNeuron	18.6185203753907	74.2839258499328	ENSMUSG00000073530.7	protein_coding	KNOWN	ENSG00000116183.8	ENSG00000116183	PAPPA2	ENSMUSG00000073530	77	1	ENSG00000116183|PAPPA2	ME2
pyramidalNeuron	39.1416937243003	7.4659145830481	ENSMUSG00000036864.10	protein_coding	KNOWN	ENSG00000167595.12	ENSG00000167595	PROSER3	ENSMUSG00000036864	50	1	ENSG00000167595|PROSER3	ME2
pyramidalNeuron	60.0660231479959	5.36492535594733	ENSMUSG00000024548.11	protein_coding	KNOWN	ENSG00000152217.14	ENSG00000152217	SETBP1	ENSMUSG00000024548	87	1	ENSG00000152217|SETBP1	ME2
pyramidalNeuron	227.387109375642	7.6412472018267	ENSMUSG00000051817.8	protein_coding	KNOWN	ENSG00000177732.7	ENSG00000177732	SOX12	ENSMUSG00000051817	95	1	ENSG00000177732|SOX12	ME2
pyramidalNeuron	14.8338546087638	5.74207869665254	ENSMUSG00000044390.4	protein_coding	KNOWN	ENSG00000173825.6	ENSG00000173825	TIGD3	ENSMUSG00000044390	83	1	ENSG00000173825|TIGD3	ME2
pyramidalNeuron	116.789139824507	9.9065140615194	ENSMUSG00000037568.8	protein_coding	KNOWN	ENSG00000143494.13	ENSG00000143494	VASH2	ENSMUSG00000037568	97	1	ENSG00000143494|VASH2	ME2
pyramidalNeuron	10.9514578828757	6.71456498743305	ENSMUSG00000000126.7	protein_coding	KNOWN	ENSG00000143816.7	ENSG00000143816	WNT9A	ENSMUSG00000000126	98	1	ENSG00000143816|WNT9A	ME2
pyramidalNeuron	43.804226652112	19.3005065101505	ENSMUSG00000098022.3	protein_coding	KNOWN	ENSG00000181007.8	ENSG00000181007	ZFP82	ENSMUSG00000098022	85	1	ENSG00000181007|ZFP82	ME2
pyramidalNeuron	70.9437205120473	10.5480174570423	ENSMUSG00000030393.8	protein_coding	KNOWN	ENSG00000171649.9	ENSG00000171649	ZIK1	ENSMUSG00000030393	70	1	ENSG00000171649|ZIK1	ME2
pyramidalNeuron	57.5345226574246	5.37483645021138	ENSMUSG00000043872.10	protein_coding	KNOWN	ENSG00000197056.7	ENSG00000197056	ZMYM1	ENSMUSG00000043872	56	1	ENSG00000197056|ZMYM1	ME2
